Value,Period,Reference Area,Industry Section,Measure Type,Unit
1.6,quarter/2018 Q2,England,G_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
4.5,quarter/2018 Q2,England,G,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.0,quarter/2018 Q2,England,H,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.6,quarter/2018 Q2,England,I,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.4,quarter/2018 Q2,England,J,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-1.0,quarter/2018 Q2,England,K,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.4,quarter/2018 Q2,England,L,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
4.9,quarter/2018 Q2,England,M,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.7,quarter/2018 Q2,England,N,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.5,quarter/2018 Q2,England,O,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.4,quarter/2018 Q2,England,P,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.1,quarter/2018 Q2,England,Q,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.1,quarter/2018 Q2,England,R,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.8,quarter/2018 Q2,England,S,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
8.2,quarter/2018 Q2,England,T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.5,quarter/2018 Q3,England,A_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-6.7,quarter/2018 Q3,England,A,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-1.1,quarter/2018 Q3,England,B_E,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-6.7,quarter/2018 Q3,England,B,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-1.4,quarter/2018 Q3,England,C,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-3.1,quarter/2018 Q3,England,D,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
4.1,quarter/2018 Q3,England,E,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.7,quarter/2018 Q3,England,F,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.1,quarter/2018 Q3,England,G_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.0,quarter/2018 Q3,England,G,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.9,quarter/2018 Q3,England,H,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
3.8,quarter/2018 Q3,England,I,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
4.2,quarter/2018 Q3,England,J,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.4,quarter/2018 Q3,England,K,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.8,quarter/2018 Q3,England,L,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
3.3,quarter/2018 Q3,England,M,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
3.4,quarter/2018 Q3,England,N,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.6,quarter/2018 Q3,England,O,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.5,quarter/2018 Q3,England,P,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.8,quarter/2018 Q3,England,Q,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
1.3,quarter/2018 Q3,England,R,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-1.0,quarter/2018 Q3,England,S,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
6.8,quarter/2018 Q3,England,T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.2,quarter/2018 Q4,England,A_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-6.5,quarter/2018 Q4,England,A,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.9,quarter/2018 Q4,England,B_E,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-2.9,quarter/2018 Q4,England,B,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-0.5,quarter/2018 Q4,England,C,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-5.2,quarter/2018 Q4,England,D,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.9,quarter/2018 Q4,England,E,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.7,quarter/2018 Q4,England,F,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.9,quarter/2018 Q4,England,G_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
3.9,quarter/2018 Q4,England,G,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
4.3,quarter/2018 Q4,England,H,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
5.1,quarter/2018 Q4,England,I,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
6.6,quarter/2018 Q4,England,J,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-4.4,quarter/2018 Q4,England,K,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.3,quarter/2018 Q4,England,L,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
6.1,quarter/2018 Q4,England,M,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
5.3,quarter/2018 Q4,England,N,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-2.9,quarter/2018 Q4,England,O,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
3.8,quarter/2018 Q4,England,P,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.6,quarter/2018 Q4,England,Q,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
0.8,quarter/2018 Q4,England,R,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-2.3,quarter/2018 Q4,England,S,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
15.8,quarter/2018 Q4,England,T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.3,quarter/2019 Q1,England,A_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-4.0,quarter/2019 Q1,England,A,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-1.4,quarter/2019 Q1,England,B_E,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
14.4,quarter/2019 Q1,England,B,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-1.7,quarter/2019 Q1,England,C,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-10.0,quarter/2019 Q1,England,D,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
8.8,quarter/2019 Q1,England,E,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.0,quarter/2019 Q1,England,F,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.9,quarter/2019 Q1,England,G_T,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.6,quarter/2019 Q1,England,G,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
4.4,quarter/2019 Q1,England,H,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
6.5,quarter/2019 Q1,England,I,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
8.9,quarter/2019 Q1,England,J,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-2.8,quarter/2019 Q1,England,K,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
2.5,quarter/2019 Q1,England,L,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
3.0,quarter/2019 Q1,England,M,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
4.6,quarter/2019 Q1,England,N,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-3.7,quarter/2019 Q1,England,O,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
6.8,quarter/2019 Q1,England,P,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
3.1,quarter/2019 Q1,England,Q,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
-1.6,quarter/2019 Q1,England,R,"Percentage change, quarter on same quarter a year ago","Percentage change, quarter on same quarter a year ago"
